0	0.002	0	0	0	0	0	0	0	0.006	0	0	0	0	0.008	0	0	0.002	0	0	0	0	0.016	0	0	0	0	0.004	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0.004	0.002	0.062	0	0	0.06	0	0	0.002	0.004	0.008	0.108	0.078	0.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0.05	0	0	0	0	0	0	0	0.186	0	0	0	0.11	0	0	0	0	0	0	0	0	0.048	0	0	0	0.002	0	0.044	0.002	0.002	0	0	0.026	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0.002	0.002	0.018	0.266	0	0.096	0.068	0	0	0	0.01	0	0.154	0.15	0.016	0	0	0.002	0.042	0	0.916	0.012	0	0.002	0	0	0	0.182	0	0.036	0	0	0	0.006	0	0.038	0.024	0	0.03	0	0.296	0	0	0	0	0	0.01	0	0.052	0.08	0.28	0	0.132	0.002	0.004	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162	0	0.002	0	0.004	0.266	0	0	0	0	0	0	0	0	0	0.478	0.016	0	0	0	0.002	0	0.002	0	0	0	0	0.492	0	0	0.086	0	0	0.174	0	0	0	0	0.002	0.142	0	0.118	0	0.002	0	0	0	0	0	0
0.002	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0.062	0	0	0	0	0.002	0.192	0.006	0.008	0	0	0	0.208	0.002	0.004	0.004	0	0.028	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.002	0	0	0.016	0	0	0.104	0.298	0	0.598	0.004	0	0	0	0	0.002	0.044	0	0	0	0	0.274	0	0	0	0	0	0	0.05	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0.324	0	0.37	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0.002	0	0	0	0	0.07	0	0	0	0.032	0.022	0.258	0.806	0.002	0	0.004	0.002	0.042	0.552	0	0	0	0.138	0	0	0.098	0.002	0	0	0	0.144	0.002	0	0	0	0	0	0	0	0	0	0.01	0	0	0.036	0.016	0	0	0	0.002	0	0	0	0.1	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0.006	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0.738	0.078	0.08	0	0.006	0	0.108	0	0	0	0	0	0	0	0.002	0	0	0	0.246	0.078	0	0.12	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0.072	0.026	0.084
0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0.02	0	0.016	0	0	0.002	0.016	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.336	0.002	0.002	0	0	0	0.774	0.126	0	0.132	0	0	0	0.088	0.012	0	0	0	0	0	0	0.016	0	0	0.008	0.006	0	0	0.268	0.002	0	0.018	0	0	0	0	0	0	0	0	0	0	0.002	0	0.038	0.034	0.006	0.008	0.006	0	0.3	0.004	0	0	0.014	0.066	0	0.01	0.02	0.084	0	0.02	0	0	0	0.004	0.028	0	0	0	0	0.002	0	0	0	0	0	0	0	0.196	0.23	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0.02	0.008	0.114	0	0	0.388	0.002	0	0.016	0	0	0	0.054	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.014	0.002	0	0	0	0	0	0	0.004	0.004	0	0.004	0	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.01	0.026	0	0	0	0	0.004	0	0	0	0	0	0	0.008	0	0.088	0.002	0	0	0	0	0	0	0.348	0	0	0	0	0.062	0.066	0.03	0	0.128	0.316	0.312	0.544	0	0.194	0	0	0	0	0.054	0	0.016	0	0	0	0	0.096	0.008	0.166	0.916
0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0.022	0.01	0.234	0.118	0	0	0.002	0	0.054	0.002	0	0	0	0	0.002	0.008	0.012	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0.01	0	0.01	0.198	0.008	0.2	0	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.002	0.03	0	0	0	0.002	0.016	0	0.004	0	0	0.03	0.034	0	0.004	0.348	0	0.006	0	0	0	0.048	0	0.052	0.02	0	0	0	0	0	0	0	0.002	0	0.422	0.03	0.128	0	0.056	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0.314	0.014	0.31	0	0	0	0	0.002	0	0	0.002	0.05	0.084	0.072	0	0.01	0	0.19	0.142	0.006	0.296	0	0	0	0.526	0.004	0	0.006	0.002	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0.004	0	0	0	0	0	0	0.026	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0	0	0	0	0	0	0	0	0	0	0.012	0	0.046	0	0	0	0.014	0	0	0	0.152	0	0	0	0.002	0.008	0.424	0	0	0.292	0.388	0.008	0.054	0.004	0	0	0.33	0	0	0	0	0	0	0	0	0	0.002	0.15	0.786	0.002
0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.002	0.112	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.37	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0.012	0.14	0.006	0	0	0	0	0	0	0	0	0	0	0.014	0	0.008	0	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0	0.016	0.014	0	0.018	0	0	0	0	0	0.092	0	0	0.01	0	0.062	0.014	0	0	0.01	0	0	0	0	0	0	0.002	0	0	0	0.002	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.544	0	0	0	0	0	0	0	0.008	0	0.242	0.012	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0.002	0.002	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0.016	0	0	0	0	0	0.646	0.002	0	0	0	0.002	0	0.022	0	0	0	0.028	0	0.082	0	0.082	0	0	0.008	0	0	0	0	0
0	0.16	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0	0	0.042	0	0	0	0	0	0	0	0	0	0.002	0	0	0.004	0	0	0	0.006	0	0.008	0	0	0.69	0	0	0	0.002	0	0	0	0	0.076	0	0	0	0	0.05	0.86	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.644	0	0	0	0.108	0.1	0	0.042	0	0	0	0	0	0	0	0	0	0	0.002	0	0.072	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0.004	0.002	0	0.034	0	0.002	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.006	0.016	0	0	0	0	0	0	0	0	0.034	0	0.722	0	0.014	0	0.004	0.032	0	0	0.008	0	0	0	0.102	0.002	0	0	0.006	0.376	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.002	0	0	0.006	0.004	0.038	0	0	0.002	0	0.012	0	0	0	0	0	0	0	0	0	0.112	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.004	0	0	0	0	0.014	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.002	0.002	0	0.002	0.198	0.144	0.906	0.092	0.004	0.016	0.006	0.022	0	0.09	0.078	0	0	0	0	0	0	0.906	0.796	0	0	0	0	0	0	0	0	0	0.708	0	0.064	0	0	0	0	0.256	0	0	0	0	0	0	0	0.084	0	0	0	0	0	0.002	0	0	0.006	0	0	0	0	0	0	0	0.014	0	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.078	0	0	0.164	0	0	0	0	0	0.31	0	0	0	0	0	0	0.32	0.002	0.47	0	0.378	0.224	0.11	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0	0	0	0	0	0	0.106	0	0.012	0	0	0.018	0.036	0.138	0.106	0.142	0.216	0	0.006	0.086	0	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.002	0.002	0	0.178	0	0	0	0	0	0	0.144	0.012	0	0	0.01	0.002	0.016	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.018	0	0.136	0	0	0	0	0	0	0	0.03	0.008	0.144	0	0	0	0	0.09	0.466	0.048	0.002	0	0	0	0.008	0.032	0	0	0.916	0	0.016	0.42	0.31	0	0	0	0	0	0	0	0	0	0	0	0.002	0.004	0	0	0.002	0	0	0.006	0.02	0.02	0	0.004	0.01	0.732	0	0.002	0.078	0.062	0.366	0.004	0	0	0.004	0.008	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0.016	0	0	0	0.002	0	0	0	0.066	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.006	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.004	0	0	0	0.402	0.046	0.092	0.056	0.104	0	0	0	0.412	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.03	0.028	0	0	0	0	0	0	0	0.008	0	0.006	0	0	0	0	0	0	0	0	0	0.002	0	0.432	0	0.074	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0.248	0	0	0	0	0	0	0.504	0.04	0	0	0.266	0.004	0	0	0	0	0	0.01	0.632	0	0.004	0	0	0	0.152	0	0	0.31	0	0.808	0	0.066	0	0	0.052	0	0.172	0.046	0.254	0.13	0	0	0	0.196	0.06	0.702	0	0	0	0	0	0	0	0.828	0	0.514	0.02	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0.014	0.044	0	0	0	0	0	0	0	0	0.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.054	0	0	0	0	0	0	0.008	0	0	0.002	0	0	0	0.006	0	0	0	0	0	0	0	0	0
0.006	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.084	0	0	0	0	0	0	0	0	0	0	0.036	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.012	0	0	0	0	0.008	0	0	0	0	0.008	0	0	0.198	0	0.17	0	0.026	0	0	0	0	0	0.004	0	0	0	0	0.002	0	0.062	0	0	0.046	0	0	0	0.108	0	0	0	0.016	0	0	0	0	0	0	0	0.076	0	0	0	0.04	0	0	0	0	0.012	0	0	0	0.002	0	0	0.102	0	0	0.016	0.002	0	0.062	0	0.022	0	0	0	0	0	0.02	0	0	0	0	0	0.002	0	0.006	0	0	0.254	0	0	0.004	0.002	0	0.006	0.988	0	0.002	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0.128	0	0	0	0.006	0.004	0.002	0	0.002	0	0.004	0	0	0	0	0.102	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0.03	0.004	0	0	0	0	0	0.002	0	0	0.412	0	0	0	0	0	0	0.008	0	0.004	0	0.18	0	0	0.242	0	0	0	0	0	0	0	0	0	0	0	0.898	0	0	0	0.004	0	0	0	0	0	0	0	0.01	0	0	0	0	0.006
