0	0	0.006	0	0.008	0	0.086	0	0	0	0	0	0	0	0	0	0.404	0	0	0	0	0	0	0	0.002	0.098	0	0	0	0	0	0	0	0.002	0.554	0	0	0	0	0.004	0.018	0.338	0.032	0.59	0	0	0	0	0.176	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.01	0.326	0	0	0.01	0.002	0.876	0.078	0.114	0.318	0.018	0.018	0.038	0.074	0.172	0	0	0.026	0.004	0.052	0	0	0	0.018	0	0	0.63	0.116	0.006	0	0	0	0.088	0	0	0	0.004	0	0.878	0	0	0.494	0	0	0.04	0	0.004	0	0	0	0	0	0	0.206	0	0	0	0	0	0	0	0.006	0.02	0	0	0.012	0.012	0.072	0	0.502	0.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0.002	0	0	0	0	0.004	0	0	0.006	0	0	0	0	0.006	0.096	0.004	0	0	0	0	0	0.016	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.524	0	0	0.006	0.834	0	0.094	0.002	0.348	0.566	0.002	0.06	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.428	0	0	0.016	0	0	0	0.004	0	0.032	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.002	0	0	0	0	0	0.002	0.002	0	0
0	0	0	0	0.002	0	0.004	0	0	0	0	0	0.002	0.01	0.004	0.454	0.036	0.032	0	0.156	0	0	0	0	0	0	0	0.006	0.026	0	0.002	0	0	0.038	0.002	0	0.062	0	0	0	0.002	0.004	0.002	0.054	0	0.016	0.182	0	0.002	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.228	0.006	0.042	0	0.004	0.042	0	0.78	0.002	0	0	0	0	0	0.17	0.002	0	0	0	0	0	0	0	0	0.004	0	0	0.002	0	0	0.056	0	0	0	0	0.076	0	0	0	0	0	0	0.124	0	0.002	0	0.006	0	0	0	0.002	0.01	0	0	0.002	0	0.002	0	0.002	0.022	0	0.052	0	0	0	0	0.184	0.03	0	0	0	0	0	0	0.02	0	0.444	0.268	0	0.424	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0.004	0.022	0	0	0	0	0	0.034	0	0.018	0	0	0	0	0.006	0	0	0.004	0	0	0.058	0	0.16	0	0	0	0	0	0	0	0.106	0	0	0	0	0	0	0.024	0	0.01	0	0.088	0	0.002	0.046	0.006	0.01	0	0	0	0.006	0.002	0.014	0	0	0.028	0.084	0.024	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.002	0	0	0	0.016	0	0	0	0.002	0	0	0	0	0	0.724	0	0	0.008	0.012	0	0	0.07	0	0	0	0
0.006	0	0	0	0	0.002	0.006	0.06	0.016	0	0.038	0	0.002	0.002	0.022	0	0.174	0	0.892	0.77	0.32	0.012	0	0	0	0	0	0.13	0	0.002	0.258	0	0	0.15	0.2	0.42	0.126	0	0	0	0.02	0.002	0.362	0.01	0.122	0.048	0.952	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.052	0.002	0	0	0	0	0	0	0.658	0	0	0.09	0	0	0	0.024	0	0	0	0	0.004	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0.062	0.002	0	0	0	0	0	0	0	0.01	0.002	0	0	0.016	0	0	0.08	0.926	0.01	0	0	0	0	0	0.03	0	0.032	0.598	0	0.732	0	0.002	0	0	0	0	0	0	0	0	0	0	0.02	0.086	0.104	0	0	0	0	0	0	0	0.004	0.002	0	0.006	0	0.038	0.004	0	0	0	0.018	0.004	0	0.018	0	0	0	0	0	0	0	0.98	0	0	0	0.058	0.006	0	0.014	0	0.004	0	0.002	0	0.012	0	0.06	0	0	0	0	0	0	0.112	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0.002	0	0	0.054	0	0	0.012	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.002	0	0	0	0	0	0	0
0	0	0	0	0.014	0.038	0	0.002	0.102	0.008	0	0	0.142	0	0.006	0.04	0	0.078	0	0.454	0	0.072	0	0	0	0	0	0	0	0.004	0.21	0	0	0.056	0.09	0.112	0.416	0	0	0	0.022	0	0.004	0	0	0.058	0.144	0.008	0.098	0.004	0	0	0	0.004	0	0	0	0	0	0	0.004	0	0	0	0	0.004	0	0	0	0	0.004	0	0	0.02	0.006	0	0	0.29	0	0	0.006	0	0.65	0	0	0	0	0.008	0	0.284	0.002	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0.254	0	0	0.008	0	0	0	0.122	0	0	0	0	0	0	0	0	0.18	0.002	0.144	0	0	0	0.002	0	0.006	0	0	0	0	0.002	0	0	0.176	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.004	0.162	0	0	0.002	0	0	0	0	0	0	0	0	0	0.006	0	0	0.046	0.012	0.002	0	0	0.002	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0.002	0.018	0	0	0	0.016	0	0.006	0	0.042	0	0	0	0	0	0	0.022	0	0	0.032	0.258	0	0	0	0	0	0	0	0.042	0	0	0.086	0	0.032	0	0	0.01	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.064	0.004	0.024	0.21	0.002	0.072	0	0	0	0	0
0.008	0.002	0	0.014	0	0	0.004	0.048	0.002	0	0	0	0	0	0	0.004	0.07	0.02	0.05	0	0.014	0.014	0.732	0	0.004	0	0	0.08	0	0	0	0.008	0	0.118	0.068	0.006	0	0	0	0.11	0	0.026	0.004	0.002	0	0	0.306	0	0	0	0	0	0.01	0	0	0.006	0.138	0.02	0	0	0.358	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.144	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0.018	0.006	0	0.028	0	0	0.014	0.01	0	0.004	0	0	0.034	0.002	0	0	0.002	0.012	0	0	0	0	0	0	0	0	0	0	0.028	0	0.352	0	0.176	0.002	0	0	0.004	0	0	0	0.01	0	0	0.002	0	0.086	0.092	0.004	0	0	0	0	0	0.002	0	0	0.01	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.004	0.012	0	0	0	0	0	0	0.01	0	0	0.002	0	0.032	0	0.674	0	0	0	0	0	0	0	0	0.028	0	0.004	0	0	0	0.062	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0.006	0	0	0	0.002	0	0	0	0	0	0	0
0	0	0.002	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0.046	0	0.03	0	0.07	0.566	0.198	0	0	0	0	0.01	0	0.028	0.962	0	0.022	0	0.12	0.416	0.024	0	0.002	0	0	0.034	0.016	0	0	0	0	0	0	0.018	0	0	0	0.014	0	0	0.042	0	0.006	0	0	0.006	0.002	0	0	0	0.006	0.002	0.048	0.462	0	0.018	0	0.024	0	0.002	0.292	0	0.018	0.088	0	0	0	0.002	0	0	0	0.302	0.002	0.014	0	0	0	0	0.82	0	0	0	0	0	0.004	0.04	0	0.002	0.002	0.004	0	0	0	0	0	0	0	0.002	0.008	0	0	0	0	0	0	0.014	0	0	0.006	0.112	0.006	0.1	0	0	0	0	0.306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0	0.358	0.002	0	0.014	0	0.04	0	0	0	0.012	0.026	0.21	0.006	0.002	0	0.004	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.004	0	0	0.118	0	0.046	0.002	0.006	0	0.002	0	0.132	0	0	0	0	0	0	0	0.456	0	0	0	0.002	0	0	0	0	0.152	0	0.002	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.026	0.002	0
0.086	0.004	0.006	0	0.004	0	0	0	0	0	0	0	0	0	0.006	0	0	0.024	0	0	0.002	0	0	0.006	0.536	0	0.002	0	0	0	0.012	0	0	0.684	0.69	0	0.254	0	0	0.076	0	0	0	0	0	0.498	0	0	0	0	0.002	0.004	0	0.002	0	0	0	0.078	0	0.29	0.048	0.578	0	0	0.01	0	0.004	0.008	0	0	0.018	0	0	0	0	0	0	0.03	0	0	0.034	0	0.014	0.334	0.002	0.118	0	0	0	0	0.07	0.216	0.006	0.134	0.056	0.032	0.012	0.036	0.072	0	0	0	0	0	0	0	0	0.726	0.048	0	0	0.002	0.016	0	0	0	0	0.004	0.186	0	0	0	0	0.064	0	0.284	0	0.01	0.046	0.112	0.004	0.014	0.022	0	0.002	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0.012	0.004	0.084	0	0.048	0	0	0	0	0.336	0.604	0.586	0.006	0.008	0.024	0	0	0	0	0	0	0.106	0.052	0	0	0	0.002	0.014	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0.004	0	0	0.022	0	0	0	0	0.026	0	0.004	0	0.014	0	0	0	0	0	0.01	0.23	0	0	0	0	0	0.016	0.002	0	0.688	0.282	0.002	0	0	0.002	0	0.12	0.108	0	0.002	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.04	0	0.02	0.458	0	0	0	0.086	0.002	0.004
0	0	0.06	0.002	0.048	0	0	0	0	0	0	0.56	0.006	0.008	0.908	0.542	0.214	0	0	0.002	0	0.092	0	0	0	0	0.006	0.006	0.814	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0.004	0.054	0	0	0.002	0.004	0	0.188	0.154	0	0	0.01	0	0.03	0.01	0.152	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844	0	0.492	0.112	0	0	0.03	0.002	0.002	0	0	0.004	0.332	0.008	0	0.344	0.342	0	0	0	0	0.088	0	0	0	0.076	0.144	0	0	0	0	0	0	0	0.07	0	0	0	0.012	0.006	0	0.002	0.078	0.014	0.514	0.152	0.194	0.002	0	0.04	0.002	0.004	0.002	0	0.75	0.004	0	0.1	0	0	0	0	0	0	0	0	0	0.002	0.004	0.086	0	0	0	0	0	0	0	0.004	0.024	0.016	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0	0	0.004	0.014	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.008	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0.874	0	0.38	0.004	0.058	0	0	0	0.232	0	0	0.668	0.122	0	0.002	0	0	0.138	0.044	0	0.132	0	0	0.016	0	0	0	0	0.048	0	0	0	0	0	0.01	0	0.014	0	0.026	0.332	0.052	0	0	0.176	0.136	0.018	0.006	0.026	0	0
0	0	0.016	0.102	0.002	0	0	0	0	0.004	0	0.07	0	0	0	0.066	0.024	0	0	0	0	0.06	0	0	0	0	0	0	0	0.002	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0	0.432	0.006	0.1	0.002	0.008	0.368	0.046	0.618	0.478	0.006	0	0	0	0	0.014	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.02	0	0.002	0.02	0	0.004	0	0	0	0.006	0.282	0.13	0.304	0	0	0.018	0.258	0	0	0.008	0	0	0.004	0.002	0	0.012	0.03	0	0.004	0.016	0	0.048	0	0	0.004	0	0	0	0	0	0	0	0	0.21	0	0	0	0.372	0	0.15	0.002	0	0	0.002	0.018	0.004	0	0.026	0	0	0	0	0	0	0	0.01	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.006	0	0.002	0.002	0.414	0.002	0	0.01	0	0	0.776	0.018	0.076	0.92	0	0	0	0	0	0.006	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0.002	0.006	0	0	0.006	0	0.998	0.406	0.042	0.046	0	0	0.086	0	0	0.002	0	0	0.708	0	0	0	0.552	0.032	0	0	0	0	0	0.756	0	0	0.014	0	0	0	0	0	0	0	0	0	0.2	0	0.002
0	0	0	0.008	0	0	0	0	0.004	0	0	0.004	0	0	0	0.01	0	0	0	0	0.002	0	0.03	0	0	0	0	0	0	0	0	0.056	0	0.054	0.008	0	0	0	0.008	0	0.046	0	0	0.038	0.016	0	0.004	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0.108	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.004	0	0.302	0	0	0.036	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0.23	0	0	0.118	0	0.002	0	0	0.042	0	0	0	0.214	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0.66	0.282	0.006	0.002	0	0.048	0	0	0.14	0.482	0	0.616	0	0.006	0.564	0	0	0.002	0	0	0.044	0.192	0	0	0	0	0.006	0.124	0	0	0	0.002	0	0.002	0	0.006	0	0	0.036	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0.14	0	0.054	0	0	0	0	0	0.038	0	0.018	0.11	0.01	0	0	0	0	0.002	0	0	0	0	0	0.004	0	0.17	0	0.004	0	0	0	0.082	0	0	0	0	0	0	0.002	0.002	0.002	0	0	0.002	0	0	0	0	0.328	0	0
